,mmr,planet1,planet2,m1,m2,m,q,a
374,6R-1V-2,Mercury,Venus,6,-1,-2,3,0.19466019058688994
375,6R-1V-1,Mercury,Venus,6,-1,-1,4,0.12262823142935661
376,6R+1V-7,Mercury,Venus,6,1,-7,0,0.4112930988968425
377,6R+1V-6,Mercury,Venus,6,1,-6,1,0.3711250469892996
378,6R+1V-5,Mercury,Venus,6,1,-5,2,0.3286493610900146
379,6R+1V-4,Mercury,Venus,6,1,-4,3,0.28322144161451085
380,6R+1V-3,Mercury,Venus,6,1,-3,4,0.23379414888454297
381,6R+1V-2,Mercury,Venus,6,1,-2,5,0.17841832308507924
382,6R+1V-1,Mercury,Venus,6,1,-1,6,0.11239649423334197
383,6R+2V-7,Mercury,Venus,6,2,-7,1,0.39531076631146583
384,6R+2V-5,Mercury,Venus,6,2,-5,3,0.3158784479260194
385,6R+2V-3,Mercury,Venus,6,2,-3,5,0.22470918729215425
386,6R+3V-7,Mercury,Venus,6,3,-7,2,0.38079567255297847
387,6R+3V-5,Mercury,Venus,6,3,-5,4,0.3042799544435086
388,6R+3V-4,Mercury,Venus,6,3,-4,5,0.2622205157337664
389,6R+4V-7,Mercury,Venus,6,4,-7,3,0.367543535843649
390,6R+4V-5,Mercury,Venus,6,4,-5,5,0.29369064683249174
391,6R+5V-7,Mercury,Venus,6,5,-7,4,0.35538724543005284
392,6R+5V-6,Mercury,Venus,6,5,-6,5,0.32067909696296304
393,6R+5V-5,Mercury,Venus,6,5,-5,6,0.2839769919545284
394,6R+6V-7,Mercury,Venus,6,6,-7,5,0.3441886581451969
395,7R-7V-6,Mercury,Venus,7,-7,-6,6,0.4864269748172782
396,7R-7V-5,Mercury,Venus,7,-7,-5,5,0.4307549476684561
397,7R-7V-4,Mercury,Venus,7,-7,-4,4,0.3712134476556514
398,7R-7V-3,Mercury,Venus,7,-7,-3,3,0.30643001650042
399,7R-7V-2,Mercury,Venus,7,-7,-2,2,0.2338499060153823
400,7R-7V-1,Mercury,Venus,7,-7,-1,1,0.14731622335837408
401,7R-6V-7,Mercury,Venus,7,-6,-7,6,0.5083818494643905
402,7R-6V-6,Mercury,Venus,7,-6,-6,5,0.4587319157405326
403,7R-6V-5,Mercury,Venus,7,-6,-5,4,0.40622958737824993
404,7R-6V-4,Mercury,Venus,7,-6,-4,3,0.3500781136873393
405,7R-6V-3,Mercury,Venus,7,-6,-3,2,0.2889831611365672
406,7R-6V-2,Mercury,Venus,7,-6,-2,1,0.22053545005385444
407,7R-6V-1,Mercury,Venus,7,-6,-1,0,0.13892863516562098
408,7R-5V-7,Mercury,Venus,7,-5,-7,5,0.48171498392015716
409,7R-5V-6,Mercury,Venus,7,-5,-6,4,0.43466938310879494
410,7R-5V-5,Mercury,Venus,7,-5,-5,3,0.38492101789037997
411,7R-5V-4,Mercury,Venus,7,-5,-4,2,0.3317149293048213
412,7R-5V-3,Mercury,Venus,7,-5,-3,1,0.2738246715026446
413,7R-5V-2,Mercury,Venus,7,-5,-2,0,0.20896734826167856
414,7R-5V-1,Mercury,Venus,7,-5,-1,1,0.13164118334215072
415,7R-4V-7,Mercury,Venus,7,-4,-7,4,0.4582904927202543
416,7R-4V-6,Mercury,Venus,7,-4,-6,3,0.41353257416294836
417,7R-4V-5,Mercury,Venus,7,-4,-5,2,0.3662033289951203
418,7R-4V-4,Mercury,Venus,7,-4,-4,1,0.3155844985814002
419,7R-4V-3,Mercury,Venus,7,-4,-3,0,0.2605092837998232
420,7R-4V-2,Mercury,Venus,7,-4,-2,1,0.19880579928722045
421,7R-4V-1,Mercury,Venus,7,-4,-1,2,0.12523980568157211
422,7R-3V-7,Mercury,Venus,7,-3,-7,3,0.43752041603644065
423,7R-3V-6,Mercury,Venus,7,-3,-6,2,0.3947909481421335
424,7R-3V-5,Mercury,Venus,7,-3,-5,1,0.3496066933091969
425,7R-3V-4,Mercury,Venus,7,-3,-4,0,0.30128194033171024
426,7R-3V-3,Mercury,Venus,7,-3,-3,1,0.2487027745560825
427,7R-3V-2,Mercury,Venus,7,-3,-2,2,0.1897957419677097
428,7R-3V-1,Mercury,Venus,7,-3,-1,3,0.11956382324592342
429,7R-2V-7,Mercury,Venus,7,-2,-7,2,0.4189540750778806
430,7R-2V-6,Mercury,Venus,7,-2,-6,1,0.37803783964928056
431,7R-2V-5,Mercury,Venus,7,-2,-5,0,0.3347709876030269
432,7R-2V-4,Mercury,Venus,7,-2,-4,1,0.288496908485189
433,7R-2V-3,Mercury,Venus,7,-2,-3,2,0.23814895782164192
434,7R-2V-2,Mercury,Venus,7,-2,-2,3,0.1817416692451108
435,7R-2V-1,Mercury,Venus,7,-2,-1,4,0.1144900740047406
436,7R-1V-7,Mercury,Venus,7,-1,-7,1,0.4022397154764725
437,7R-1V-6,Mercury,Venus,7,-1,-6,0,0.3629558446166754
438,7R-1V-5,Mercury,Venus,7,-1,-5,1,0.3214151362871182
439,7R-1V-4,Mercury,Venus,7,-1,-4,2,0.27698717859143607
440,7R-1V-3,Mercury,Venus,7,-1,-3,3,0.22864788111374112
441,7R-1V-2,Mercury,Venus,7,-1,-2,4,0.17449098842917046
442,7R-1V-1,Mercury,Venus,7,-1,-1,5,0.10992243038975691
443,7R+1V-7,Mercury,Venus,7,1,-7,1,0.3733059820038551
444,7R+1V-6,Mercury,Venus,7,1,-6,2,0.33684784922827343
445,7R+1V-5,Mercury,Venus,7,1,-5,3,0.2982952205277842
446,7R+1V-4,Mercury,Venus,7,1,-4,4,0.2570630310570632
447,7R+1V-3,Mercury,Venus,7,1,-3,5,0.21220085453133247
448,7R+1V-2,Mercury,Venus,7,1,-2,6,0.161939555269484
449,7R+2V-7,Mercury,Venus,7,2,-7,2,0.3606798582976534
450,7R+2V-6,Mercury,Venus,7,2,-6,3,0.325454824271887
451,7R+2V-5,Mercury,Venus,7,2,-5,4,0.2882061369718309
452,7R+2V-4,Mercury,Venus,7,2,-4,5,0.24836851974887725
453,7R+2V-3,Mercury,Venus,7,2,-3,6,0.20502369194499367
454,7R+3V-7,Mercury,Venus,7,3,-7,3,0.3490698656851746
455,7R+3V-6,Mercury,Venus,7,3,-6,4,0.31497869321088384
456,7R+3V-5,Mercury,Venus,7,3,-5,5,0.2789290085745461
457,7R+3V-4,Mercury,Venus,7,3,-4,6,0.24037373081289012
458,7R+4V-7,Mercury,Venus,7,4,-7,4,0.3383511813506437
459,7R+4V-6,Mercury,Venus,7,4,-6,5,0.30530682353112676
460,7R+4V-5,Mercury,Venus,7,4,-5,6,0.2703640935460626
461,7R+5V-7,Mercury,Venus,7,5,-7,5,0.32841913849321214
462,7R+5V-6,Mercury,Venus,7,5,-6,6,0.2963447703041045
463,7R+6V-7,Mercury,Venus,7,6,-7,6,0.3191852584823152
464,1R-7E+1,Mercury,Earth,1,-7,1,5,0.4977211799136106
465,1R-7E+2,Mercury,Earth,1,-7,2,4,0.7900844955694394
466,1R-7E+3,Mercury,Earth,1,-7,3,3,1.0353024133736533
467,1R-7E+4,Mercury,Earth,1,-7,4,2,1.2541773372776275
468,1R-7E+5,Mercury,Earth,1,-7,5,1,1.455341240265398
469,1R-7E+6,Mercury,Earth,1,-7,6,0,1.6434302639466352
470,1R-6E+1,Mercury,Earth,1,-6,1,4,0.6640778926832788
471,1R-6E+2,Mercury,Earth,1,-6,2,3,1.054157269297284
472,1R-6E+3,Mercury,Earth,1,-6,3,2,1.3813338181759462
473,1R-6E+4,Mercury,Earth,1,-6,4,1,1.6733622475365026
474,1R-6E+5,Mercury,Earth,1,-6,5,0,1.9417563484165965
475,1R-6E+6,Mercury,Earth,1,-6,6,1,2.192701317955666
476,1R-5E+1,Mercury,Earth,1,-5,1,3,1.116296984021505
477,1R-5E+2,Mercury,Earth,1,-5,2,2,1.7720116753990638
478,1R-5E+3,Mercury,Earth,1,-5,3,1,2.321979173992458
479,1R-5E+4,Mercury,Earth,1,-5,4,0,2.812835241550904
480,1R-5E+5,Mercury,Earth,1,-5,5,1,3.2639252331254
481,1R-5E+6,Mercury,Earth,1,-5,6,2,3.6856377449784476
482,1R-4E-3,Mercury,Earth,1,-4,-3,6,7.295538685508047
483,1R-4E-2,Mercury,Earth,1,-4,-2,5,5.5647761695722435
484,1R-4E-1,Mercury,Earth,1,-4,-1,4,3.5073268690598085
485,1R-3E-4,Mercury,Earth,1,-3,-4,6,2.292721084620048
486,1R-3E-3,Mercury,Earth,1,-3,-3,5,1.892644355187966
487,1R-3E-2,Mercury,Earth,1,-3,-2,4,1.444383389089087
488,1R-3E-1,Mercury,Earth,1,-3,-1,3,0.9099135092464834
489,1R-2E-5,Mercury,Earth,1,-2,-5,6,1.754127229533953
490,1R-2E-4,Mercury,Earth,1,-2,-4,5,1.5116720469560176
491,1R-2E-3,Mercury,Earth,1,-2,-3,4,1.2478647172814306
492,1R-2E-2,Mercury,Earth,1,-2,-2,3,0.9523023317332265
493,1R-2E-1,Mercury,Earth,1,-2,-1,2,0.5999152905825029
494,1R-1E-6,Mercury,Earth,1,-1,-6,6,1.535894370198916
495,1R-1E-5,Mercury,Earth,1,-1,-5,5,1.3601145043439353
496,1R-1E-4,Mercury,Earth,1,-1,-4,4,1.1721145015665313
497,1R-1E-3,Mercury,Earth,1,-1,-3,3,0.9675611860781335
498,1R-1E-2,Mercury,Earth,1,-1,-2,2,0.7383889081623783
499,1R-1E-1,Mercury,Earth,1,-1,-1,1,0.4651569600886662
500,1R+1E-7,Mercury,Earth,1,1,-7,5,1.2267045271360792
501,1R+1E-6,Mercury,Earth,1,1,-6,4,1.1069024751676395
502,1R+1E-5,Mercury,Earth,1,1,-5,3,0.9802172825360619
503,1R+1E-4,Mercury,Earth,1,1,-4,2,0.8447267422411832
504,1R+1E-3,Mercury,Earth,1,1,-3,1,0.6973072907852184
505,1R+1E-2,Mercury,Earth,1,1,-2,0,0.5321455642629366
506,1R+1E-1,Mercury,Earth,1,1,-1,1,0.3352308224129457
507,1R+2E-7,Mercury,Earth,1,2,-7,4,1.0898870283220292
508,1R+2E-6,Mercury,Earth,1,2,-6,3,0.9834464060022549
509,1R+2E-5,Mercury,Earth,1,2,-5,2,0.8708907261718541
510,1R+2E-4,Mercury,Earth,1,2,-4,1,0.7505115250794232
511,1R+2E-3,Mercury,Earth,1,2,-3,0,0.6195341276247738
512,1R+2E-2,Mercury,Earth,1,2,-2,1,0.4727932479453733
513,1R+2E-1,Mercury,Earth,1,2,-1,2,0.2978410969037438
514,1R+3E-7,Mercury,Earth,1,3,-7,3,0.9857692670505267
515,1R+3E-6,Mercury,Earth,1,3,-6,2,0.8894969778094453
516,1R+3E-5,Mercury,Earth,1,3,-5,1,0.7876935893578054
517,1R+3E-4,Mercury,Earth,1,3,-4,0,0.6788142392301658
518,1R+3E-3,Mercury,Earth,1,3,-3,1,0.5603490898451285
519,1R+3E-2,Mercury,Earth,1,3,-2,2,0.4276264824605503
520,1R+3E-1,Mercury,Earth,1,3,-1,3,0.26938776373619483
521,1R+4E-7,Mercury,Earth,1,4,-7,2,0.9034105106674418
522,1R+4E-6,Mercury,Earth,1,4,-6,1,0.8151813609563936
523,1R+4E-5,Mercury,Earth,1,4,-5,0,0.7218833331761895
524,1R+4E-4,Mercury,Earth,1,4,-4,1,0.6221005153436068
525,1R+4E-3,Mercury,Earth,1,4,-3,2,0.5135328017053429
526,1R+4E-2,Mercury,Earth,1,4,-2,3,0.3918989100393676
527,1R+4E-1,Mercury,Earth,1,4,-1,4,0.24688077240312228
528,1R+5E-7,Mercury,Earth,1,5,-7,1,0.8363433934603869
529,1R+5E-6,Mercury,Earth,1,5,-6,0,0.7546640826606716
530,1R+5E-5,Mercury,Earth,1,5,-5,1,0.6682922150092527
531,1R+5E-4,Mercury,Earth,1,5,-4,2,0.5759169520606011
532,1R+5E-3,Mercury,Earth,1,5,-3,3,0.47540903386333655
533,1R+5E-2,Mercury,Earth,1,5,-2,4,0.36280498823213375
534,1R+5E-1,Mercury,Earth,1,5,-1,5,0.22855274085469907
535,1R+6E-7,Mercury,Earth,1,6,-7,0,0.7804794266442777
536,1R+6E-6,Mercury,Earth,1,6,-6,1,0.7042558759120933
537,1R+6E-5,Mercury,Earth,1,6,-5,2,0.6236531584320434
538,1R+6E-4,Mercury,Earth,1,6,-4,3,0.5374480970932781
539,1R+6E-3,Mercury,Earth,1,6,-3,4,0.44365365221833536
540,1R+6E-2,Mercury,Earth,1,6,-2,5,0.3385710666585944
541,1R+6E-1,Mercury,Earth,1,6,-1,6,0.21328632600136543
542,2R-7E-1,Mercury,Earth,2,-7,-1,6,0.8377083848179414
543,2R-6E-1,Mercury,Earth,2,-6,-1,5,0.5732129519648536
544,2R-5E-3,Mercury,Earth,2,-5,-3,6,0.9376312310172071
545,2R-5E-2,Mercury,Earth,2,-5,-2,5,0.7155481260745368
546,2R-5E-1,Mercury,Earth,2,-5,-1,4,0.45076905615891927
547,2R-4E-3,Mercury,Earth,2,-4,-3,5,0.786109669189706
548,2R-4E-1,Mercury,Earth,2,-4,-1,3,0.3779237405826545
549,2R-3E-5,Mercury,Earth,2,-3,-5,6,0.9613847185602487
550,2R-3E-4,Mercury,Earth,2,-3,-4,5,0.8284974560540688
551,2R-3E-3,Mercury,Earth,2,-3,-3,4,0.6839104196913348
552,2R-3E-2,Mercury,Earth,2,-3,-2,3,0.5219222430826553
553,2R-3E-1,Mercury,Earth,2,-3,-1,2,0.3287907891649206
554,2R-2E-5,Mercury,Earth,2,-2,-5,5,0.856823701075177
555,2R-2E-3,Mercury,Earth,2,-2,-3,3,0.6095274251419143
556,2R-2E-1,Mercury,Earth,2,-2,-1,1,0.29303071353154403
557,2R-1E-7,Mercury,Earth,2,-1,-7,6,0.9720341310173003
558,2R-1E-6,Mercury,Earth,2,-1,-6,5,0.8771033511405063
559,2R-1E-5,Mercury,Earth,2,-1,-5,4,0.7767184469846985
560,2R-1E-4,Mercury,Earth,2,-1,-4,3,0.6693562576534824
561,2R-1E-3,Mercury,Earth,2,-1,-3,2,0.5525419313378461
562,2R-1E-2,Mercury,Earth,2,-1,-2,1,0.42166867264353414
563,2R-1E-1,Mercury,Earth,2,-1,-1,0,0.2656347107135153
564,2R+1E-7,Mercury,Earth,2,1,-7,4,0.8272021889874895
565,2R+1E-6,Mercury,Earth,2,1,-6,3,0.7464156220850673
566,2R+1E-5,Mercury,Earth,2,1,-5,2,0.6609879087958943
567,2R+1E-4,Mercury,Earth,2,1,-4,1,0.569622442455649
568,2R+1E-3,Mercury,Earth,2,1,-3,0,0.4702131517909878
569,2R+1E-2,Mercury,Earth,2,1,-2,1,0.35883987560005187
570,2R+1E-1,Mercury,Earth,2,1,-1,2,0.2260549564050815
571,2R+2E-7,Mercury,Earth,2,2,-7,3,0.7727787480474596
572,2R+2E-5,Mercury,Earth,2,2,-5,1,0.6174999806862753
573,2R+2E-3,Mercury,Earth,2,2,-3,1,0.43927659770736305
574,2R+2E-1,Mercury,Earth,2,2,-1,3,0.21118216543130824
575,2R+3E-7,Mercury,Earth,2,3,-7,2,0.7265046356691892
576,2R+3E-6,Mercury,Earth,2,3,-6,1,0.6555524139527401
577,2R+3E-5,Mercury,Earth,2,3,-5,0,0.5805238886617553
578,2R+3E-4,Mercury,Earth,2,3,-4,1,0.5002804584717628
579,2R+3E-3,Mercury,Earth,2,3,-3,2,0.4129724883344553
580,2R+3E-2,Mercury,Earth,2,3,-2,3,0.31515699863922464
581,2R+3E-1,Mercury,Earth,2,3,-1,4,0.19853643794125958
582,2R+4E-7,Mercury,Earth,2,4,-7,1,0.6865880793582056
583,2R+4E-5,Mercury,Earth,2,4,-5,1,0.5486278636682861
584,2R+4E-3,Mercury,Earth,2,4,-3,3,0.3902822696331649
585,2R+4E-1,Mercury,Earth,2,4,-1,5,0.18762809742706654
586,2R+5E-7,Mercury,Earth,2,5,-7,0,0.6517377034057004
587,2R+5E-6,Mercury,Earth,2,5,-6,1,0.5880872695069579
588,2R+5E-5,Mercury,Earth,2,5,-5,2,0.5207800848929799
589,2R+5E-4,Mercury,Earth,2,5,-4,3,0.4487947271549593
590,2R+5E-3,Mercury,Earth,2,5,-3,4,0.3704719034728888
591,2R+5E-2,Mercury,Earth,2,5,-2,5,0.28272294503283635
592,2R+5E-1,Mercury,Earth,2,5,-1,6,0.17810425553956774
593,2R+6E-7,Mercury,Earth,2,6,-7,1,0.6209973854625552
594,2R+6E-5,Mercury,Earth,2,6,-5,3,0.49621653754746015
595,2R+6E-3,Mercury,Earth,2,6,-3,5,0.3529978823305558
596,3R-7E-2,Mercury,Earth,3,-7,-2,6,0.5121762373405088
597,3R-7E-1,Mercury,Earth,3,-7,-1,5,0.3226514123953492
598,3R-6E-2,Mercury,Earth,3,-6,-2,5,0.45782174816050664
599,3R-6E-1,Mercury,Earth,3,-6,-1,4,0.2884099782129081
600,3R-5E-4,Mercury,Earth,3,-5,-4,6,0.6602210309584035
601,3R-5E-3,Mercury,Earth,3,-5,-3,5,0.545001174193516
602,3R-5E-2,Mercury,Earth,3,-5,-2,4,0.415914143493584
603,3R-5E-1,Mercury,Earth,3,-5,-1,3,0.2620097061360861
604,3R-4E-5,Mercury,Earth,3,-4,-5,6,0.7044628568608032
605,3R-4E-4,Mercury,Earth,3,-4,-4,5,0.6070883873523287
606,3R-4E-3,Mercury,Earth,3,-4,-3,4,0.5011408777996732
607,3R-4E-2,Mercury,Earth,3,-4,-2,3,0.38244231385254196
608,3R-4E-1,Mercury,Earth,3,-4,-1,2,0.24092369247754244
609,3R-3E-5,Mercury,Earth,3,-3,-5,5,0.6538800005241922
610,3R-3E-4,Mercury,Earth,3,-3,-4,4,0.563497169816261
611,3R-3E-2,Mercury,Earth,3,-3,-2,2,0.35498136137974223
612,3R-3E-1,Mercury,Earth,3,-3,-1,1,0.2236243180677696
613,3R-2E-7,Mercury,Earth,3,-2,-7,6,0.7652652467064943
614,3R-2E-6,Mercury,Earth,3,-2,-6,5,0.6905276311702131
615,3R-2E-5,Mercury,Earth,3,-2,-5,4,0.6114963839038845
616,3R-2E-4,Mercury,Earth,3,-2,-4,3,0.5269719268256219
617,3R-2E-3,Mercury,Earth,3,-2,-3,2,0.4350059357920108
618,3R-2E-2,Mercury,Earth,3,-2,-2,1,0.3319717673463628
619,3R-2E-1,Mercury,Earth,3,-2,-1,0,0.20912914620469847
620,3R-1E-7,Mercury,Earth,3,-1,-7,5,0.7200589778421268
621,3R-1E-6,Mercury,Earth,3,-1,-6,4,0.6497363718982984
622,3R-1E-5,Mercury,Earth,3,-1,-5,3,0.5753735968112481
623,3R-1E-4,Mercury,Earth,3,-1,-4,2,0.49584215387171227
624,3R-1E-3,Mercury,Earth,3,-1,-3,1,0.40930881002626696
625,3R-1E-2,Mercury,Earth,3,-1,-2,0,0.3123611502369281
626,3R-1E-1,Mercury,Earth,3,-1,-1,1,0.19677520882605679
627,3R+1E-7,Mercury,Earth,3,1,-7,3,0.6468165395403053
628,3R+1E-6,Mercury,Earth,3,1,-6,2,0.5836467933379523
629,3R+1E-5,Mercury,Earth,3,1,-5,1,0.5168478900476429
630,3R+1E-4,Mercury,Earth,3,1,-4,0,0.4454061162387963
631,3R+1E-3,Mercury,Earth,3,1,-3,1,0.3676747075304219
632,3R+1E-2,Mercury,Earth,3,1,-2,2,0.28058833136576683
633,3R+1E-1,Mercury,Earth,3,1,-1,3,0.17675956298288437
634,3R+2E-7,Mercury,Earth,3,2,-7,2,0.6166333031052934
635,3R+2E-6,Mercury,Earth,3,2,-6,1,0.5564112765864139
636,3R+2E-5,Mercury,Earth,3,2,-5,0,0.4927294638263386
637,3R+2E-4,Mercury,Earth,3,2,-4,1,0.42462145497296133
638,3R+2E-3,Mercury,Earth,3,2,-3,2,0.35051732449293865
639,3R+2E-2,Mercury,Earth,3,2,-2,3,0.26749478240583646
640,3R+2E-1,Mercury,Earth,3,2,-1,4,0.16851113778751337
641,3R+3E-7,Mercury,Earth,3,3,-7,1,0.5897412841870882
642,3R+3E-5,Mercury,Earth,3,3,-5,1,0.47124095746613576
643,3R+3E-4,Mercury,Earth,3,3,-4,2,0.4061031997486831
644,3R+3E-2,Mercury,Earth,3,3,-2,4,0.2558289875089833
645,3R+3E-1,Mercury,Earth,3,3,-1,5,0.16116214349285518
646,3R+4E-7,Mercury,Earth,3,4,-7,0,0.5656014849988769
647,3R+4E-6,Mercury,Earth,3,4,-6,1,0.5103632938273186
648,3R+4E-5,Mercury,Earth,3,4,-5,2,0.4519516694044135
649,3R+4E-4,Mercury,Earth,3,4,-4,3,0.38948018036765847
650,3R+4E-3,Mercury,Earth,3,4,-3,4,0.3215088057308548
651,3R+4E-2,Mercury,Earth,3,4,-2,5,0.24535712164540308
652,3R+4E-1,Mercury,Earth,3,4,-1,6,0.15456527884374757
653,3R+5E-7,Mercury,Earth,3,5,-7,1,0.5437892675281145
654,3R+5E-6,Mercury,Earth,3,5,-6,2,0.4906812953714359
655,3R+5E-5,Mercury,Earth,3,5,-5,3,0.434522281423922
656,3R+5E-4,Mercury,Earth,3,5,-4,4,0.3744599742612859
657,3R+5E-3,Mercury,Earth,3,5,-3,5,0.3091098882466056
658,3R+5E-2,Mercury,Earth,3,5,-2,6,0.23589497170089593
659,3R+6E-7,Mercury,Earth,3,6,-7,2,0.5239651592167798
660,3R+6E-5,Mercury,Earth,3,6,-5,4,0.4186815296041862
661,3R+6E-4,Mercury,Earth,3,6,-4,5,0.3608088144166525
662,4R-7E-3,Mercury,Earth,4,-7,-3,6,0.4602345446184209
663,4R-7E-2,Mercury,Earth,4,-7,-2,5,0.35122493272867406
664,4R-7E-1,Mercury,Earth,4,-7,-1,4,0.22125798350138887
665,4R-6E-3,Mercury,Earth,4,-6,-3,5,0.4308375878101363
666,4R-6E-1,Mercury,Earth,4,-6,-1,3,0.2071253080583775
667,4R-5E-5,Mercury,Earth,4,-5,-5,6,0.5703360494789262
668,4R-5E-4,Mercury,Earth,4,-5,-4,5,0.49150100310038164
669,4R-5E-3,Mercury,Earth,4,-5,-3,4,0.40572532486977797
670,4R-5E-2,Mercury,Earth,4,-5,-2,3,0.30962649840514306
671,4R-5E-1,Mercury,Earth,4,-5,-1,2,0.19505252804618375
672,4R-4E-5,Mercury,Earth,4,-4,-5,5,0.5397665910843713
673,4R-4E-3,Mercury,Earth,4,-4,-3,3,0.3839787423580296
674,4R-4E-1,Mercury,Earth,4,-4,-1,1,0.1845978161606969
675,4R-3E-7,Mercury,Earth,4,-3,-7,6,0.6419872461379701
676,4R-3E-6,Mercury,Earth,4,-3,-6,5,0.5792892106847757
677,4R-3E-5,Mercury,Earth,4,-3,-5,4,0.5129890972820507
678,4R-3E-4,Mercury,Earth,4,-3,-4,3,0.4420807576055915
679,4R-3E-3,Mercury,Earth,4,-3,-3,2,0.3649297240452928
680,4R-3E-2,Mercury,Earth,4,-3,-2,1,0.2784935605405296
681,4R-3E-1,Mercury,Earth,4,-3,-1,0,0.17543996810610898
682,4R-2E-7,Mercury,Earth,4,-2,-7,5,0.6123451032600151
683,4R-2E-5,Mercury,Earth,4,-2,-5,3,0.48930301861253694
684,4R-2E-3,Mercury,Earth,4,-2,-3,1,0.3480798932405255
685,4R-2E-1,Mercury,Earth,4,-2,-1,1,0.1673393894672642
686,4R-1E-7,Mercury,Earth,4,-1,-7,4,0.5859033057831378
687,4R-1E-6,Mercury,Earth,4,-1,-6,3,0.5286824614239471
688,4R-1E-5,Mercury,Earth,4,-1,-5,2,0.4681742513487549
689,4R-1E-4,Mercury,Earth,4,-1,-4,1,0.40346042355637707
690,4R-1E-3,Mercury,Earth,4,-1,-3,0,0.3330492935660043
691,4R-1E-2,Mercury,Earth,4,-1,-2,1,0.2541642002661086
692,4R-1E-1,Mercury,Earth,4,-1,-1,2,0.16011341302248316
693,4R+1E-7,Mercury,Earth,4,1,-7,2,0.5406529140500127
694,4R+1E-6,Mercury,Earth,4,1,-6,1,0.4878512813276633
695,4R+1E-5,Mercury,Earth,4,1,-5,0,0.43201619397806
696,4R+1E-4,Mercury,Earth,4,1,-4,1,0.3723003169155869
697,4R+1E-3,Mercury,Earth,4,1,-3,2,0.307327159669201
698,4R+1E-2,Mercury,Earth,4,1,-2,3,0.2345345178645309
699,4R+1E-1,Mercury,Earth,4,1,-1,4,0.14774747867997418
700,4R+2E-7,Mercury,Earth,4,2,-7,1,0.5211057786015578
701,4R+2E-5,Mercury,Earth,4,2,-5,1,0.41639675203031296
702,4R+2E-3,Mercury,Earth,4,2,-3,3,0.2962157991670703
703,4R+2E-1,Mercury,Earth,4,2,-1,5,0.14240568694868908
704,4R+3E-7,Mercury,Earth,4,3,-7,0,0.5032346709431123
705,4R+3E-6,Mercury,Earth,4,3,-6,1,0.4540873699044566
706,4R+3E-5,Mercury,Earth,4,3,-5,2,0.4021165722086363
707,4R+3E-4,Mercury,Earth,4,3,-4,3,0.34653357688953274
708,4R+3E-3,Mercury,Earth,4,3,-3,4,0.28605716504711737
709,4R+3E-2,Mercury,Earth,4,3,-2,5,0.21830246291368305
710,4R+3E-1,Mercury,Earth,4,3,-1,6,0.13752192015489526
711,4R+4E-7,Mercury,Earth,4,4,-7,1,0.48682089603650214
712,4R+4E-5,Mercury,Earth,4,4,-5,3,0.389000901072941
713,4R+4E-3,Mercury,Earth,4,4,-3,5,0.276726940432061
714,4R+5E-7,Mercury,Earth,4,5,-7,2,0.47168316787459535
715,4R+5E-6,Mercury,Earth,4,5,-6,3,0.4256172531453379
716,4R+5E-5,Mercury,Earth,4,5,-5,4,0.37690487466698663
717,4R+5E-4,Mercury,Earth,4,5,-4,5,0.32480677472987013
718,4R+5E-3,Mercury,Earth,4,5,-3,6,0.26812207380473857
719,4R+6E-7,Mercury,Earth,4,6,-7,3,0.4576698278740632
720,4R+6E-5,Mercury,Earth,4,6,-5,5,0.3657073084206816
721,5R-7E-4,Mercury,Earth,5,-7,-4,6,0.43881678290443715
722,5R-7E-3,Mercury,Earth,5,-7,-3,5,0.3622354108118278
723,5R-7E-2,Mercury,Earth,5,-7,-2,4,0.2764374557974581
724,5R-7E-1,Mercury,Earth,5,-7,-1,3,0.1741447297013389
725,5R-6E-5,Mercury,Earth,5,-6,-5,6,0.485935532529986
726,5R-6E-4,Mercury,Earth,5,-6,-4,5,0.4187666970046287
727,5R-6E-3,Mercury,Earth,5,-6,-3,4,0.3456844012049708
728,5R-6E-2,Mercury,Earth,5,-6,-2,3,0.26380664264559744
729,5R-6E-1,Mercury,Earth,5,-6,-1,2,0.16618780089834279
730,5R-5E-6,Mercury,Earth,5,-5,-6,6,0.5252751627476117
731,5R-5E-4,Mercury,Earth,5,-5,-4,4,0.40086022959799206
732,5R-5E-3,Mercury,Earth,5,-5,-3,3,0.33090291500601765
733,5R-5E-2,Mercury,Earth,5,-5,-2,2,0.2525262361416793
734,5R-5E-1,Mercury,Earth,5,-5,-1,1,0.159081579056328
735,5R-4E-7,Mercury,Earth,5,-4,-7,6,0.5587361078998253
736,5R-4E-6,Mercury,Earth,5,-4,-6,5,0.5041684873757158
737,5R-4E-5,Mercury,Earth,5,-4,-5,4,0.4464659313207276
738,5R-4E-4,Mercury,Earth,5,-4,-4,3,0.38475276321154755
739,5R-4E-3,Mercury,Earth,5,-4,-3,2,0.3176064745182723
740,5R-4E-2,Mercury,Earth,5,-4,-2,1,0.2423791369951082
741,5R-4E-1,Mercury,Earth,5,-4,-1,0,0.15268929899981545
742,5R-3E-7,Mercury,Earth,5,-3,-7,5,0.537561400557276
743,5R-3E-6,Mercury,Earth,5,-3,-6,4,0.4850617262837012
744,5R-3E-5,Mercury,Earth,5,-3,-5,3,0.4295459333266408
745,5R-3E-4,Mercury,Earth,5,-3,-4,2,0.3701715339368701
746,5R-3E-3,Mercury,Earth,5,-3,-3,1,0.30556991599543826
