,mmr,planet1,planet2,m1,m2,m,q,a
10689,1J-1N-2,Jupiter,Neptune,1,-1,-2,2,8.677584794481923
10690,1J-1N-1,Jupiter,Neptune,1,-1,-1,1,5.465565594653689
10691,1J+1N-7,Jupiter,Neptune,1,1,-7,5,18.17425763965024
10692,1J+1N-6,Jupiter,Neptune,1,1,-6,4,16.39926151166234
10693,1J+1N-5,Jupiter,Neptune,1,1,-5,3,14.522273436355405
10694,1J+1N-4,Jupiter,Neptune,1,1,-4,2,12.514846600046601
10695,1J+1N-3,Jupiter,Neptune,1,1,-3,1,10.330822296263886
10696,1J+1N-2,Jupiter,Neptune,1,1,-2,0,7.884542481153071
10697,1J+1N-1,Jupiter,Neptune,1,1,-1,1,4.969117969376521
10698,1J+2N-7,Jupiter,Neptune,1,2,-7,4,17.404008462309918
10699,1J+2N-6,Jupiter,Neptune,1,2,-6,3,15.704293193313882
10700,1J+2N-5,Jupiter,Neptune,1,2,-5,2,13.906951722690808
10701,1J+2N-4,Jupiter,Neptune,1,2,-4,1,11.984780644098871
10702,1J+2N-3,Jupiter,Neptune,1,2,-3,0,9.893681713817596
10703,1J+2N-2,Jupiter,Neptune,1,2,-2,1,7.55142081733963
10704,1J+2N-1,Jupiter,Neptune,1,2,-1,2,4.7600330340530554
10705,1J+3N-7,Jupiter,Neptune,1,3,-7,3,16.710538700379914
10706,1J+3N-6,Jupiter,Neptune,1,3,-6,2,15.078617790183195
10707,1J+3N-5,Jupiter,Neptune,1,3,-5,1,13.3530070596604
10708,1J+3N-4,Jupiter,Neptune,1,3,-4,0,11.507629163446975
10709,1J+3N-3,Jupiter,Neptune,1,3,-3,1,9.500248966786637
10710,1J+3N-2,Jupiter,Neptune,1,3,-2,2,7.251598392269499
10711,1J+3N-1,Jupiter,Neptune,1,3,-1,3,4.5714564840401914
10712,1J+4N-7,Jupiter,Neptune,1,4,-7,2,16.082301076268855
10713,1J+4N-6,Jupiter,Neptune,1,4,-6,1,14.511814227331431
10714,1J+4N-5,Jupiter,Neptune,1,4,-5,0,12.851209698612239
10715,1J+4N-4,Jupiter,Neptune,1,4,-4,1,11.075436863167273
10716,1J+4N-3,Jupiter,Neptune,1,4,-3,2,9.143802623245081
10717,1J+4N-2,Jupiter,Neptune,1,4,-2,3,6.9800852243683975
10718,1J+4N-1,Jupiter,Neptune,1,4,-1,4,4.40037311957389
10719,1J+5N-7,Jupiter,Neptune,1,5,-7,1,15.510009088779318
10720,1J+5N-6,Jupiter,Neptune,1,5,-6,0,13.995501831076838
10721,1J+5N-5,Jupiter,Neptune,1,5,-5,1,12.394137117112189
10722,1J+5N-4,Jupiter,Neptune,1,5,-4,2,10.681806169701836
10723,1J+5N-3,Jupiter,Neptune,1,5,-3,3,8.819096535514703
10724,1J+5N-2,Jupiter,Neptune,1,5,-2,4,6.732865626563946
10725,1J+5N-1,Jupiter,Neptune,1,5,-1,5,4.244341047007054
10726,1J+6N-7,Jupiter,Neptune,1,6,-7,0,14.986102220544582
10727,1J+6N-6,Jupiter,Neptune,1,6,-6,1,13.522857631327641
10728,1J+6N-5,Jupiter,Neptune,1,6,-5,2,11.97574645616871
10729,1J+6N-4,Jupiter,Neptune,1,6,-4,3,10.321528678565999
10730,1J+6N-3,Jupiter,Neptune,1,6,-3,4,8.521855740227087
10731,1J+6N-2,Jupiter,Neptune,1,6,-2,5,6.50666844814035
10732,1J+6N-1,Jupiter,Neptune,1,6,-1,6,4.101360745814828
10733,2J-7N-1,Jupiter,Neptune,2,-7,-1,6,3.971549006472434
10734,2J-6N-1,Jupiter,Neptune,2,-6,-1,5,3.850342116447277
10735,2J-5N-3,Jupiter,Neptune,2,-5,-3,6,7.776386160684414
10736,2J-5N-2,Jupiter,Neptune,2,-5,-2,5,5.932015960441325
10737,2J-5N-1,Jupiter,Neptune,2,-5,-1,4,3.737896467622099
10738,2J-4N-3,Jupiter,Neptune,2,-4,-3,5,7.557582569391076
10739,2J-4N-1,Jupiter,Neptune,2,-4,-1,3,3.6332495012269312
10740,2J-3N-5,Jupiter,Neptune,2,-3,-5,6,10.338288176070202
10741,2J-3N-4,Jupiter,Neptune,2,-3,-4,5,8.908766784484001
10742,2J-3N-3,Jupiter,Neptune,2,-3,-3,4,7.3536195595819756
10743,2J-3N-2,Jupiter,Neptune,2,-3,-2,3,5.61045230052223
10744,2J-3N-1,Jupiter,Neptune,2,-3,-1,2,3.535577110929392
10745,2J-2N-5,Jupiter,Neptune,2,-2,-5,5,10.069666487944549
10746,2J-2N-3,Jupiter,Neptune,2,-2,-3,3,7.162960455556292
10747,2J-2N-1,Jupiter,Neptune,2,-2,-1,1,3.4441694626808372
10748,2J-1N-7,Jupiter,Neptune,2,-1,-7,6,12.287569586654843
10749,2J-1N-6,Jupiter,Neptune,2,-1,-6,5,11.087233772825789
10750,2J-1N-5,Jupiter,Neptune,2,-1,-5,4,9.817915331466207
10751,2J-1N-4,Jupiter,Neptune,2,-1,-4,3,8.460875780284146
10752,2J-1N-3,Jupiter,Neptune,2,-1,-3,2,6.984279301014394
10753,2J-1N-2,Jupiter,Neptune,2,-1,-2,1,5.329868441372013
10754,2J-1N-1,Jupiter,Neptune,2,-1,-1,0,3.358411714509308
10755,2J+1N-7,Jupiter,Neptune,2,1,-7,4,11.712212658430289
10756,2J+1N-6,Jupiter,Neptune,2,1,-6,3,10.568292704783037
10757,2J+1N-5,Jupiter,Neptune,2,1,-5,2,9.358777748866325
10758,2J+1N-4,Jupiter,Neptune,2,1,-4,1,8.06549294450519
10759,2J+1N-3,Jupiter,Neptune,2,1,-3,0,6.658395060049915
10760,2J+1N-2,Jupiter,Neptune,2,1,-2,1,5.0824931360751755
10761,2J+1N-1,Jupiter,Neptune,2,1,-1,2,3.2017714683667617
10762,2J+2N-7,Jupiter,Neptune,2,2,-7,3,11.448905090723892
10763,2J+2N-5,Jupiter,Neptune,2,2,-5,1,9.148682845371898
10764,2J+2N-3,Jupiter,Neptune,2,2,-3,1,6.509308175337422
10765,2J+2N-1,Jupiter,Neptune,2,2,-1,3,3.1300088592391706
10766,2J+3N-7,Jupiter,Neptune,2,3,-7,2,11.19995802986585
10767,2J+3N-6,Jupiter,Neptune,2,3,-6,1,10.106315922652492
10768,2J+3N-5,Jupiter,Neptune,2,3,-5,0,8.950020556771157
10769,2J+3N-4,Jupiter,Neptune,2,3,-4,1,7.713461314589456
10770,2J+3N-3,Jupiter,Neptune,2,3,-3,2,6.368389816152636
10771,2J+3N-2,Jupiter,Neptune,2,3,-2,3,4.8617966013026575
10772,2J+3N-1,Jupiter,Neptune,2,3,-1,4,3.062117278788955
10773,2J+4N-7,Jupiter,Neptune,2,4,-7,1,10.964161588436822
10774,2J+4N-5,Jupiter,Neptune,2,4,-5,1,8.76183126207659
10775,2J+4N-3,Jupiter,Neptune,2,4,-3,3,6.234954597301454
10776,2J+4N-1,Jupiter,Neptune,2,4,-1,5,2.9977746573217603
10777,2J+5N-7,Jupiter,Neptune,2,5,-7,0,10.740441839623864
10778,2J+5N-6,Jupiter,Neptune,2,5,-6,1,9.691950497450067
10779,2J+5N-5,Jupiter,Neptune,2,5,-5,2,8.583262669012294
10780,2J+5N-4,Jupiter,Neptune,2,5,-4,3,7.397685140067071
10781,2J+5N-3,Jupiter,Neptune,2,5,-3,4,6.108393946604922
10782,2J+5N-2,Jupiter,Neptune,2,5,-2,5,4.663384924448272
10783,2J+5N-1,Jupiter,Neptune,2,5,-1,6,2.936694490138562
10784,2J+6N-7,Jupiter,Neptune,2,6,-7,1,10.52784194935124
10785,2J+6N-5,Jupiter,Neptune,2,6,-5,3,8.413555004138736
10786,2J+6N-3,Jupiter,Neptune,2,6,-3,5,5.988165478840297
10787,3J-7N-2,Jupiter,Neptune,3,-7,-2,6,4.483535733963697
10788,3J-7N-1,Jupiter,Neptune,3,-7,-1,5,2.826035733186679
10789,3J-6N-2,Jupiter,Neptune,3,-6,-2,5,4.4002839272444625
10790,3J-6N-1,Jupiter,Neptune,3,-6,-1,4,2.773265190213636
10791,3J-5N-4,Jupiter,Neptune,3,-5,-4,6,6.85933165927645
10792,3J-5N-3,Jupiter,Neptune,3,-5,-3,5,5.660961066018079
10793,3J-5N-2,Jupiter,Neptune,3,-5,-2,4,4.32075132697098
10794,3J-5N-1,Jupiter,Neptune,3,-5,-1,3,2.7228785952325523
10795,3J-4N-5,Jupiter,Neptune,3,-4,-5,6,7.819232153560274
10796,3J-4N-4,Jupiter,Neptune,3,-4,-4,5,6.737941121912261
10797,3J-4N-3,Jupiter,Neptune,3,-4,-3,4,5.561076052706817
10798,3J-4N-2,Jupiter,Neptune,3,-4,-2,3,4.2446818108471565
10799,3J-4N-1,Jupiter,Neptune,3,-4,-1,2,2.674709035195832
10800,3J-3N-5,Jupiter,Neptune,3,-3,-5,5,7.684321590511262
10801,3J-3N-4,Jupiter,Neptune,3,-3,-4,4,6.621829124867338
10802,3J-3N-2,Jupiter,Neptune,3,-3,-2,2,4.171842640464067
10803,3J-3N-1,Jupiter,Neptune,3,-3,-1,1,2.6286051775269677
10804,3J-2N-7,Jupiter,Neptune,3,-2,-7,6,9.454893063991017
10805,3J-2N-6,Jupiter,Neptune,3,-2,-6,5,8.531593770365852
10806,3J-2N-5,Jupiter,Neptune,3,-2,-5,4,7.555112445804389
10807,3J-2N-4,Jupiter,Neptune,3,-2,-4,3,6.5106413856040595
10808,3J-2N-3,Jupiter,Neptune,3,-2,-3,2,5.374136630580535
10809,3J-2N-2,Jupiter,Neptune,3,-2,-2,1,4.102021840118845
10810,3J-2N-1,Jupiter,Neptune,3,-2,-1,0,2.58442947392483
10811,3J-1N-7,Jupiter,Neptune,3,-1,-7,5,9.299723335545012
10812,3J-1N-6,Jupiter,Neptune,3,-1,-6,4,8.39160997702584
10813,3J-1N-5,Jupiter,Neptune,3,-1,-5,3,7.431231350162142
10814,3J-1N-4,Jupiter,Neptune,3,-1,-4,2,6.404055561763843
10815,3J-1N-3,Jupiter,Neptune,3,-1,-3,1,5.28652254178409
10816,3J-1N-2,Jupiter,Neptune,3,-1,-2,0,4.0350259198517
10817,3J-1N-1,Jupiter,Neptune,3,-1,-1,1,2.5420566083480662
10818,3J+1N-7,Jupiter,Neptune,3,1,-7,3,9.0076677608569
10819,3J+1N-6,Jupiter,Neptune,3,1,-6,2,8.128161405669914
10820,3J+1N-5,Jupiter,Neptune,3,1,-5,1,7.198120382643977
10821,3J+1N-4,Jupiter,Neptune,3,1,-4,0,6.203539019169265
10822,3J+1N-3,Jupiter,Neptune,3,1,-3,1,5.121724634472112
10823,3J+1N-2,Jupiter,Neptune,3,1,-2,2,3.908815534288276
10824,3J+1N-1,Jupiter,Neptune,3,1,-1,3,2.4622713885824137
10825,3J+2N-7,Jupiter,Neptune,3,2,-7,2,8.87003780944818
10826,3J+2N-6,Jupiter,Neptune,3,2,-6,1,8.00402412214334
10827,3J+2N-5,Jupiter,Neptune,3,2,-5,0,7.088294037298443
10828,3J+2N-4,Jupiter,Neptune,3,2,-4,1,6.109093444503031
10829,3J+2N-3,Jupiter,Neptune,3,2,-3,2,5.043995700012758
10830,3J+2N-2,Jupiter,Neptune,3,2,-2,3,3.849289876057407
10831,3J+2N-1,Jupiter,Neptune,3,2,-1,4,2.424658299931256
10832,3J+3N-7,Jupiter,Neptune,3,3,-7,1,8.73756117367567
10833,3J+3N-5,Jupiter,Neptune,3,3,-5,1,6.982596948420283
10834,3J+3N-4,Jupiter,Neptune,3,3,-4,2,6.018215018184036
10835,3J+3N-2,Jupiter,Neptune,3,3,-2,4,3.791963856687798
10836,3J+3N-1,Jupiter,Neptune,3,3,-1,5,2.3884446634613297
10837,3J+4N-7,Jupiter,Neptune,3,4,-7,0,8.60993738253957
10838,3J+4N-6,Jupiter,Neptune,3,4,-6,1,7.769444976161982
10839,3J+4N-5,Jupiter,Neptune,3,4,-5,2,6.880788348389688
10840,3J+4N-4,Jupiter,Neptune,3,4,-4,3,5.930695951219079
10841,3J+4N-3,Jupiter,Neptune,3,4,-3,4,4.896929542279023
10842,3J+4N-2,Jupiter,Neptune,3,4,-2,5,3.7367111515818605
10843,3J+4N-1,Jupiter,Neptune,3,4,-1,6,2.3535492701637124
10844,3J+5N-7,Jupiter,Neptune,3,5,-7,1,8.486889530373608
10845,3J+5N-6,Jupiter,Neptune,3,5,-6,2,7.6584814109543045
10846,3J+5N-5,Jupiter,Neptune,3,5,-5,3,6.782646380808145
10847,3J+5N-4,Jupiter,Neptune,3,5,-4,4,5.846344786110536
10848,3J+5N-3,Jupiter,Neptune,3,5,-3,5,4.827280753564979
10849,3J+5N-2,Jupiter,Neptune,3,5,-2,6,3.6834151317171164
10850,3J+6N-7,Jupiter,Neptune,3,6,-7,2,8.368161976463538
10851,3J+6N-5,Jupiter,Neptune,3,6,-5,4,6.68796625093547
10852,3J+6N-4,Jupiter,Neptune,3,6,-4,5,5.764984798293009
10853,4J-7N-3,Jupiter,Neptune,4,-7,-3,6,4.694292020602607
10854,4J-7N-2,Jupiter,Neptune,4,-7,-2,5,3.5835882801628345
10855,4J-7N-1,Jupiter,Neptune,4,-7,-1,4,2.2580708322279817
10856,4J-6N-3,Jupiter,Neptune,4,-6,-3,5,4.631642401880805
10857,4J-6N-1,Jupiter,Neptune,4,-6,-1,3,2.227709663427649
10858,4J-5N-5,Jupiter,Neptune,4,-5,-5,6,6.425741118276474
10859,4J-5N-4,Jupiter,Neptune,4,-5,-4,5,5.5368002536705045
10860,4J-5N-3,Jupiter,Neptune,4,-5,-3,4,4.571018604269321
10861,4J-5N-2,Jupiter,Neptune,4,-5,-2,3,3.4891306502601447
10862,4J-5N-1,Jupiter,Neptune,4,-5,-1,2,2.198345361785387
10863,4J-4N-5,Jupiter,Neptune,4,-4,-5,5,6.342832736216345
10864,4J-4N-3,Jupiter,Neptune,4,-4,-3,3,4.512318999220666
10865,4J-4N-1,Jupiter,Neptune,4,-4,-1,1,2.169926755686969
10866,4J-3N-7,Jupiter,Neptune,4,-3,-7,6,7.837763374202461
10867,4J-3N-6,Jupiter,Neptune,4,-3,-6,5,7.072198296135044
10868,4J-3N-5,Jupiter,Neptune,4,-3,-5,4,6.262578985865089
10869,4J-3N-4,Jupiter,Neptune,4,-3,-4,3,5.396626234810947
10870,4J-3N-3,Jupiter,Neptune,4,-3,-3,2,4.455448756988902
10871,4J-3N-2,Jupiter,Neptune,4,-3,-2,1,3.4006195137169066
10872,4J-3N-1,Jupiter,Neptune,4,-3,-1,0,2.142406204876437
10873,4J-2N-7,Jupiter,Neptune,4,-2,-7,5,7.740249065059345
10874,4J-2N-5,Jupiter,Neptune,4,-2,-5,3,6.184848093689468
10875,4J-2N-3,Jupiter,Neptune,4,-2,-3,1,4.400319285303657
10876,4J-2N-1,Jupiter,Neptune,4,-2,-1,1,2.1157392970705557
10877,4J-1N-7,Jupiter,Neptune,4,-1,-7,4,7.645727726923725
10878,4J-1N-6,Jupiter,Neptune,4,-1,-6,3,6.899064844749694
10879,4J-1N-5,Jupiter,Neptune,4,-1,-5,2,6.109517134832395
10880,4J-1N-4,Jupiter,Neptune,4,-1,-4,1,5.2651861233191575
10881,4J-1N-3,Jupiter,Neptune,4,-1,-3,0,4.34684772258265
10882,4J-1N-2,Jupiter,Neptune,4,-1,-2,1,3.3174815118644565
10883,4J-1N-1,Jupiter,Neptune,4,-1,-1,2,2.0898845755438926
10884,4J+1N-7,Jupiter,Neptune,4,1,-7,2,7.465099938786521
10885,4J+1N-6,Jupiter,Neptune,4,1,-6,1,6.736239976434655
10886,4J+1N-5,Jupiter,Neptune,4,1,-5,0,5.9656031821924
10887,4J+1N-4,Jupiter,Neptune,4,1,-4,1,5.141622608484376
10888,4J+1N-3,Jupiter,Neptune,4,1,-3,2,4.244572824651066
10889,4J+1N-2,Jupiter,Neptune,4,1,-2,3,3.2392161792448375
10890,4J+1N-1,Jupiter,Neptune,4,1,-1,4,2.040459195874064
10891,4J+2N-7,Jupiter,Neptune,4,2,-7,1,7.378733911636125
10892,4J+2N-5,Jupiter,Neptune,4,2,-5,1,5.8968122649747245
10893,4J+2N-3,Jupiter,Neptune,4,2,-3,3,4.195628506562476
10894,4J+2N-1,Jupiter,Neptune,4,2,-1,5,2.0168183144062914
10895,4J+3N-7,Jupiter,Neptune,4,3,-7,0,7.294840273892028
10896,4J+3N-6,Jupiter,Neptune,4,3,-6,1,6.582784382529514
10897,4J+3N-5,Jupiter,Neptune,4,3,-5,2,5.830004287722006
10898,4J+3N-4,Jupiter,Neptune,4,3,-4,3,5.02501551182993
10899,4J+3N-3,Jupiter,Neptune,4,3,-3,4,4.148059413123269
10900,4J+3N-2,Jupiter,Neptune,4,3,-2,5,3.1653846160077475
10901,4J+3N-1,Jupiter,Neptune,4,3,-1,6,1.9938487926122541
10902,4J+4N-7,Jupiter,Neptune,4,4,-7,1,7.213308579288848
10903,4J+4N-5,Jupiter,Neptune,4,4,-5,3,5.76509079845462
10904,4J+4N-3,Jupiter,Neptune,4,4,-3,5,4.1018052596604555
10905,4J+5N-7,Jupiter,Neptune,4,5,-7,2,7.134035058933013
10906,4J+5N-6,Jupiter,Neptune,4,5,-6,3,6.4378727049667335
10907,4J+5N-5,Jupiter,Neptune,4,5,-5,4,5.701988698319513
10908,4J+5N-4,Jupiter,Neptune,4,5,-4,5,4.914732909582133
10909,4J+5N-3,Jupiter,Neptune,4,5,-3,6,4.0568093055737515
10910,4J+6N-7,Jupiter,Neptune,4,6,-7,3,7.05692211624365
10911,4J+6N-5,Jupiter,Neptune,4,6,-5,5,5.640619836168156
10912,5J-7N-4,Jupiter,Neptune,5,-7,-4,6,4.8094176474713874
10913,5J-7N-3,Jupiter,Neptune,5,-7,-3,5,3.9709714175451465
10914,5J-7N-2,Jupiter,Neptune,5,-7,-2,4,3.030943076490799
10915,5J-7N-1,Jupiter,Neptune,5,-7,-1,3,1.9096081521983999
10916,5J-6N-5,Jupiter,Neptune,5,-6,-5,6,5.52236396416592
10917,5J-6N-4,Jupiter,Neptune,5,-6,-4,5,4.759318850949462
10918,5J-6N-3,Jupiter,Neptune,5,-6,-3,4,3.929485106056438
10919,5J-6N-2,Jupiter,Neptune,5,-6,-2,3,2.9991896586456153
10920,5J-6N-1,Jupiter,Neptune,5,-6,-1,2,1.8895506488359168
10921,5J-5N-6,Jupiter,Neptune,5,-5,-6,6,6.172452619785623
10922,5J-5N-4,Jupiter,Neptune,5,-5,-4,4,4.710489540682293
10923,5J-5N-3,Jupiter,Neptune,5,-5,-3,3,3.889056421469368
10924,5J-5N-2,Jupiter,Neptune,5,-5,-2,2,2.9682504328167485
10925,5J-5N-1,Jupiter,Neptune,5,-5,-1,1,1.870010319855713
10926,5J-4N-7,Jupiter,Neptune,5,-4,-7,6,6.771314994122587
10927,5J-4N-6,Jupiter,Neptune,5,-4,-6,5,6.109801257222783
10928,5J-4N-5,Jupiter,Neptune,5,-4,-5,4,5.410236056356991
10929,5J-4N-4,Jupiter,Neptune,5,-4,-4,3,4.662879625589217
10930,5J-4N-3,Jupiter,Neptune,5,-4,-3,2,3.8496432433808025
10931,5J-4N-2,Jupiter,Neptune,5,-4,-2,1,2.938092687694002
10932,5J-4N-1,Jupiter,Neptune,5,-4,-1,0,1.8509662144509667
10933,5J-3N-7,Jupiter,Neptune,5,-3,-7,5,6.703537148257272
10934,5J-3N-6,Jupiter,Neptune,5,-3,-6,4,6.048737801768289
10935,5J-3N-5,Jupiter,Neptune,5,-3,-5,3,5.356316723991445
10936,5J-3N-4,Jupiter,Neptune,5,-3,-4,2,4.616441659165645
10937,5J-3N-3,Jupiter,Neptune,5,-3,-3,1,3.811205703762771
10938,5J-3N-2,Jupiter,Neptune,5,-3,-2,0,2.9086854821964367
10939,5J-3N-1,Jupiter,Neptune,5,-3,-1,1,1.8323985283118274
10940,5J-2N-7,Jupiter,Neptune,5,-2,-7,4,6.637446625184438
10941,5J-2N-6,Jupiter,Neptune,5,-2,-6,3,5.9891997229751075
10942,5J-2N-5,Jupiter,Neptune,5,-2,-5,2,5.3037521565020285
10943,5J-2N-4,Jupiter,Neptune,5,-2,-4,1,4.571130666650085
10944,5J-2N-3,Jupiter,Neptune,5,-2,-3,0,3.7737060372724405
10945,5J-2N-2,Jupiter,Neptune,5,-2,-2,1,2.879999526006978
10946,5J-2N-1,Jupiter,Neptune,5,-2,-1,2,1.8142885251571943
10947,5J-1N-7,Jupiter,Neptune,5,-1,-7,3,6.572977904862655
10948,5J-1N-6,Jupiter,Neptune,5,-1,-6,2,5.931127835735439
10949,5J-1N-5,Jupiter,Neptune,5,-1,-5,1,5.25248988027375
10950,5J-1N-4,Jupiter,Neptune,5,-1,-4,0,4.526903985518148
10951,5J-1N-3,Jupiter,Neptune,5,-1,-3,1,3.737108443355162
10952,5J-1N-2,Jupiter,Neptune,5,-1,-2,2,2.8520070697005213
10953,5J-1N-1,Jupiter,Neptune,5,-1,-1,3,1.7966184646765275
10954,5J+1N-7,Jupiter,Neptune,5,1,-7,1,6.448660831093077
10955,5J+1N-6,Jupiter,Neptune,5,1,-6,0,5.819161293949056
10956,5J+1N-5,Jupiter,Neptune,5,1,-5,1,5.153653352678349
10957,5J+1N-4,Jupiter,Neptune,5,1,-4,2,4.441543595478348
10958,5J+1N-3,Jupiter,Neptune,5,1,-3,3,3.6664853417073777
10959,5J+1N-2,Jupiter,Neptune,5,1,-2,4,2.7979987644061404
10960,5J+1N-1,Jupiter,Neptune,5,1,-1,5,1.7625317980882416
10961,5J+2N-7,Jupiter,Neptune,5,2,-7,0,6.388697809749951
10962,5J+2N-6,Jupiter,Neptune,5,2,-6,1,5.765163064872861
10963,5J+2N-5,Jupiter,Neptune,5,2,-5,2,5.105942537026686
10964,5J+2N-4,Jupiter,Neptune,5,2,-4,3,4.400334851066399
10965,5J+2N-3,Jupiter,Neptune,5,2,-3,4,3.632396960252458
10966,5J+2N-2,Jupiter,Neptune,5,2,-2,5,2.771934249363595
10967,5J+2N-1,Jupiter,Neptune,5,2,-1,6,1.7460841207611346
10968,5J+3N-7,Jupiter,Neptune,5,3,-7,1,6.330126851415992
10969,5J+3N-6,Jupiter,Neptune,5,3,-6,2,5.712423513042717
10970,5J+3N-5,Jupiter,Neptune,5,3,-5,3,5.0593079805353005
10971,5J+3N-4,Jupiter,Neptune,5,3,-4,4,4.3600601040775
10972,5J+3N-3,Jupiter,Neptune,5,3,-3,5,3.599084695057471
10973,5J+3N-2,Jupiter,Neptune,5,3,-2,6,2.74646573652871
10974,5J+4N-7,Jupiter,Neptune,5,4,-7,2,6.272897593247546
10975,5J+4N-6,Jupiter,Neptune,5,4,-6,3,5.660897150450932
10976,5J+4N-5,Jupiter,Neptune,5,4,-5,4,5.013711818001233
10977,5J+4N-4,Jupiter,Neptune,5,4,-4,5,4.320686251029619
10978,5J+4N-3,Jupiter,Neptune,5,4,-3,6,3.5665208448821875
10979,5J+5N-7,Jupiter,Neptune,5,5,-7,3,6.216962149467017
10980,5J+5N-6,Jupiter,Neptune,5,5,-6,4,5.610540727282751
10981,5J+5N-4,Jupiter,Neptune,5,5,-4,6,4.282181765221895
10982,5J+6N-7,Jupiter,Neptune,5,6,-7,4,6.16227495844919
10983,5J+6N-6,Jupiter,Neptune,5,6,-6,5,5.561313093681784
10984,5J+6N-5,Jupiter,Neptune,5,6,-5,6,4.925492035442586
10985,6J-7N-5,Jupiter,Neptune,6,-7,-5,6,4.881994026053246
10986,6J-7N-4,Jupiter,Neptune,6,-7,-4,5,4.207872139316653
10987,6J-7N-3,Jupiter,Neptune,6,-7,-3,4,3.473982319966343
10988,6J-7N-2,Jupiter,Neptune,6,-7,-2,3,2.651407794123675
10989,6J-7N-1,Jupiter,Neptune,6,-7,-1,2,1.6703909271434652
10990,6J-6N-5,Jupiter,Neptune,6,-6,-5,5,4.840291045204295
10991,6J-6N-1,Jupiter,Neptune,6,-6,-1,1,1.6559968541347387
10992,6J-5N-7,Jupiter,Neptune,6,-5,-7,6,6.006216314251127
10993,6J-5N-6,Jupiter,Neptune,6,-5,-6,5,5.419358172490758
10994,6J-5N-5,Jupiter,Neptune,6,-5,-5,4,4.79945686267565
10995,6J-5N-4,Jupiter,Neptune,6,-5,-4,3,4.136567445850762
10996,6J-5N-3,Jupiter,Neptune,6,-5,-3,2,3.414983720906595
10997,6J-5N-2,Jupiter,Neptune,6,-5,-2,1,2.6062844087186856
10998,6J-5N-1,Jupiter,Neptune,6,-5,-1,0,1.6419083199867615
10999,6J-4N-7,Jupiter,Neptune,6,-4,-7,5,5.955975660348347
11000,6J-4N-5,Jupiter,Neptune,6,-4,-5,3,4.7594632270844075
11001,6J-4N-3,Jupiter,Neptune,6,-4,-3,1,3.386404396990158
11002,6J-4N-1,Jupiter,Neptune,6,-4,-1,1,1.6281151034374959
11003,6J-3N-7,Jupiter,Neptune,6,-3,-7,4,5.906788883120043
11004,6J-3N-5,Jupiter,Neptune,6,-3,-5,2,4.720283118948478
11005,6J-3N-4,Jupiter,Neptune,6,-3,-4,1,4.0681821970537095
11006,6J-3N-2,Jupiter,Neptune,6,-3,-2,1,2.563025078876068
11007,6J-3N-1,Jupiter,Neptune,6,-3,-1,2,1.614607446577833
11008,6J-2N-7,Jupiter,Neptune,6,-2,-7,3,5.85862159212818
11009,6J-2N-5,Jupiter,Neptune,6,-2,-5,1,4.681890684060876
11010,6J-2N-3,Jupiter,Neptune,6,-2,-3,1,3.3309867670906868
11011,6J-2N-1,Jupiter,Neptune,6,-2,-1,3,1.6013760285015468
11012,6J-1N-7,Jupiter,Neptune,6,-1,-7,2,5.811440925958551
11013,6J-1N-6,Jupiter,Neptune,6,-1,-6,1,5.244069250352787
11014,6J-1N-5,Jupiter,Neptune,6,-1,-5,0,4.644261171122728
11015,6J-1N-4,Jupiter,Neptune,6,-1,-4,1,4.002531385275405
11016,6J-1N-3,Jupiter,Neptune,6,-1,-3,2,3.304111470613556
11017,6J-1N-2,Jupiter,Neptune,6,-1,-2,3,2.5215100884188013
11018,6J-1N-1,Jupiter,Neptune,6,-1,-1,4,1.588411940749053
11019,6J+1N-7,Jupiter,Neptune,6,1,-7,0,5.719915160662624
11020,6J+1N-6,Jupiter,Neptune,6,1,-6,1,5.161712554713525
11021,6J+1N-5,Jupiter,Neptune,6,1,-5,2,4.5711970735856235
11022,6J+1N-4,Jupiter,Neptune,6,1,-4,3,3.9394456087257383
11023,6J+1N-3,Jupiter,Neptune,6,1,-3,4,3.2519413401446653
11024,6J+1N-2,Jupiter,Neptune,6,1,-2,5,2.481630002072449
11025,6J+1N-1,Jupiter,Neptune,6,1,-1,6,1.5632520487089443
11026,6J+2N-7,Jupiter,Neptune,6,2,-7,1,5.675511243089887
11027,6J+2N-5,Jupiter,Neptune,6,2,-5,3,4.535717993201833
11028,6J+2N-3,Jupiter,Neptune,6,2,-3,5,3.226614061400186
11029,6J+3N-7,Jupiter,Neptune,6,3,-7,2,5.631976169457192
11030,6J+3N-5,Jupiter,Neptune,6,3,-5,4,4.5009127436385015
11031,6J+3N-4,Jupiter,Neptune,6,3,-4,5,3.8787694487496793
11032,6J+4N-7,Jupiter,Neptune,6,4,-7,3,5.589283549987251
11033,6J+4N-5,Jupiter,Neptune,6,4,-5,5,4.466761281267501
11034,6J+5N-7,Jupiter,Neptune,6,5,-7,4,5.54740808884285
11035,6J+5N-6,Jupiter,Neptune,6,5,-6,5,5.006210854022276
11036,6J+5N-5,Jupiter,Neptune,6,5,-5,6,4.433244364830626
11037,6J+6N-7,Jupiter,Neptune,6,6,-7,5,5.506325527087461
11038,7J-7N-6,Jupiter,Neptune,7,-7,-6,6,4.931938123954316
11039,7J-7N-5,Jupiter,Neptune,7,-7,-5,5,4.368041929155891
11040,7J-7N-4,Jupiter,Neptune,7,-7,-4,4,3.7646663612347084
