,mmr,planet,m1,m,q,a
3553,3U-8,Uranus,3,-8,5,36.89847354679649
3554,3U-7,Uranus,3,-7,4,33.75569873523099
3555,3U-5,Uranus,3,-5,2,26.972947790952784
3556,3U-4,Uranus,3,-4,1,23.244581765299017
3557,3U-2,Uranus,3,-2,1,14.643168931051383
3558,3U-1,Uranus,3,-1,2,9.224618386699122
3559,3U+1,Uranus,3,1,4,9.224618386699122
3560,3U+2,Uranus,3,2,5,14.643168931051383
3561,3U+4,Uranus,3,4,7,23.244581765299017
3562,3U+5,Uranus,3,5,8,26.972947790952784
3563,3U+7,Uranus,3,7,10,33.75569873523099
3564,3U+8,Uranus,3,8,11,36.89847354679649
3565,3U+10,Uranus,3,10,13,42.81688569804177
3566,3U+11,Uranus,3,11,14,45.62576917121361
3567,3U+13,Uranus,3,13,16,51.00083780218114
3568,3U+14,Uranus,3,14,17,53.58383168222729
3569,3U+16,Uranus,3,16,19,58.572675724205524
3570,3U+17,Uranus,3,17,20,60.98846316312649
3571,3U+19,Uranus,3,19,22,65.68267165897959
3572,3U+20,Uranus,3,20,23,67.96756939907367
3573,3U+22,Uranus,3,22,25,72.42639397924273
3574,4U-25,Uranus,4,-25,21,65.10523690921696
3575,4U-23,Uranus,4,-23,19,61.58493326449277
3576,4U-21,Uranus,4,-21,17,57.960943664337606
3577,4U-19,Uranus,4,-19,15,54.21985083274589
3578,4U-17,Uranus,4,-17,13,50.34486709663338
3579,4U-15,Uranus,4,-15,11,46.31447624992662
3580,4U-13,Uranus,4,-13,9,42.100264013869264
3581,4U-11,Uranus,4,-11,7,37.66324261955167
3582,4U-9,Uranus,4,-9,5,32.94713009486561
3583,4U-7,Uranus,4,-7,3,27.864715364834275
3584,4U-5,Uranus,4,-5,1,22.265677823489785
3585,4U-3,Uranus,4,-3,1,15.839328074060736
3586,4U-1,Uranus,4,-1,3,7.614754702924056
3587,4U+1,Uranus,4,1,5,7.614754702924056
3588,4U+3,Uranus,4,3,7,15.839328074060736
3589,4U+5,Uranus,4,5,9,22.265677823489785
3590,4U+7,Uranus,4,7,11,27.864715364834275
3591,4U+9,Uranus,4,9,13,32.94713009486561
3592,4U+11,Uranus,4,11,15,37.66324261955167
3593,4U+13,Uranus,4,13,17,42.100264013869264
3594,4U+15,Uranus,4,15,19,46.31447624992662
3595,4U+17,Uranus,4,17,21,50.34486709663338
3596,4U+19,Uranus,4,19,23,54.21985083274589
3597,4U+21,Uranus,4,21,25,57.960943664337606
3598,5U-24,Uranus,5,-24,19,54.59967659128377
3599,5U-23,Uranus,5,-23,18,53.07228664332869
3600,5U-22,Uranus,5,-22,17,51.52259116262558
3601,5U-21,Uranus,5,-21,16,49.94922707897307
3602,5U-19,Uranus,5,-19,14,46.72525100896875
3603,5U-18,Uranus,5,-18,13,45.07103997939849
3604,5U-17,Uranus,5,-17,12,43.38589125521269
3605,5U-16,Uranus,5,-16,11,41.66735162189886
3606,5U-14,Uranus,5,-14,9,38.11839442788735
3607,5U-13,Uranus,5,-13,8,36.280907700392355
3608,5U-12,Uranus,5,-12,7,34.39564092740539
3609,5U-11,Uranus,5,-11,6,32.45719857545977
3610,5U-9,Uranus,5,-9,4,28.392976005348775
3611,5U-8,Uranus,5,-8,3,26.248786700900826
3612,5U-7,Uranus,5,-7,2,24.013083763945357
3613,5U-6,Uranus,5,-6,1,21.66789601453183
3614,5U-4,Uranus,5,-4,1,16.53569944933278
3615,5U-3,Uranus,5,-3,2,13.649919147820944
3616,5U-2,Uranus,5,-2,3,10.416837905474715
3617,5U-1,Uranus,5,-1,4,6.562196675225208
3618,5U+1,Uranus,5,1,6,6.562196675225208
3619,5U+2,Uranus,5,2,7,10.416837905474715
3620,5U+3,Uranus,5,3,8,13.649919147820944
3621,5U+4,Uranus,5,4,9,16.53569944933278
3622,5U+6,Uranus,5,6,11,21.66789601453183
3623,5U+7,Uranus,5,7,12,24.013083763945357
3624,5U+8,Uranus,5,8,13,26.248786700900826
3625,5U+9,Uranus,5,9,14,28.392976005348775
3626,5U+11,Uranus,5,11,16,32.45719857545977
3627,5U+12,Uranus,5,12,17,34.39564092740539
3628,5U+13,Uranus,5,13,18,36.280907700392355
3629,5U+14,Uranus,5,14,19,38.11839442788735
3630,5U+16,Uranus,5,16,21,41.66735162189886
3631,5U+17,Uranus,5,17,22,43.38589125521269
3632,5U+18,Uranus,5,18,23,45.07103997939849
3633,5U+19,Uranus,5,19,24,46.72525100896875
3634,6U-25,Uranus,6,-25,19,49.68459463652635
3635,6U-23,Uranus,6,-23,17,46.99810015637423
3636,6U-19,Uranus,6,-19,13,41.3774903182409
3637,6U-17,Uranus,6,-17,11,38.42032426998057
3638,6U-13,Uranus,6,-13,7,32.1285145546211
3639,6U-11,Uranus,6,-11,5,28.742433498228298
3640,6U-7,Uranus,6,-7,1,21.264757695213635
3641,6U-5,Uranus,6,-5,1,16.991892349768417
3642,6U-1,Uranus,6,-1,5,5.811145441324756
3643,6U+1,Uranus,6,1,7,5.811145441324756
3644,6U+5,Uranus,6,5,11,16.991892349768417
3645,6U+7,Uranus,6,7,13,21.264757695213635
3646,6U+11,Uranus,6,11,17,28.742433498228298
3647,6U+13,Uranus,6,13,19,32.1285145546211
3648,6U+17,Uranus,6,17,23,38.42032426998057
3649,6U+19,Uranus,6,19,25,41.3774903182409
3650,7U-25,Uranus,7,-25,18,44.83225231258427
3651,7U-24,Uranus,7,-24,17,43.62861031706403
3652,7U-23,Uranus,7,-23,16,42.408128713475726
3653,7U-22,Uranus,7,-22,15,41.16982357214996
3654,7U-20,Uranus,7,-20,13,38.63526384579747
3655,7U-19,Uranus,7,-19,12,37.33644401407926
3656,7U-18,Uranus,7,-18,11,36.01462430932974
3657,7U-17,Uranus,7,-17,10,34.66808342110886
3658,7U-16,Uranus,7,-16,9,33.29486107516829
3659,7U-15,Uranus,7,-15,8,31.892707615168018
3660,7U-13,Uranus,7,-13,6,28.990750180789092
3661,7U-12,Uranus,7,-12,5,27.484302258064805
3662,7U-11,Uranus,7,-11,4,25.935363669504934
3663,7U-10,Uranus,7,-10,3,24.338691093781296
3664,7U-9,Uranus,7,-9,2,22.687791635690076
3665,7U-8,Uranus,7,-8,1,20.97444816096499
3666,7U-6,Uranus,7,-6,1,17.31402547830452
3667,7U-5,Uranus,7,-5,2,15.332414617971963
3668,7U-4,Uranus,7,-4,3,13.2130743739643
3669,7U-3,Uranus,7,-3,4,10.907152579266008
3670,7U-2,Uranus,7,-2,5,8.323715268792073
3671,7U-1,Uranus,7,-1,6,5.243612040241247
3672,7U+1,Uranus,7,1,8,5.243612040241247
3673,7U+2,Uranus,7,2,9,8.323715268792073
3674,7U+3,Uranus,7,3,10,10.907152579266008
3675,7U+4,Uranus,7,4,11,13.2130743739643
3676,7U+5,Uranus,7,5,12,15.332414617971963
3677,7U+6,Uranus,7,6,13,17.31402547830452
3678,7U+8,Uranus,7,8,15,20.97444816096499
3679,7U+9,Uranus,7,9,16,22.687791635690076
3680,7U+10,Uranus,7,10,17,24.338691093781296
3681,7U+11,Uranus,7,11,18,25.935363669504934
3682,7U+12,Uranus,7,12,19,27.484302258064805
3683,7U+13,Uranus,7,13,20,28.990750180789092
3684,7U+15,Uranus,7,15,22,31.892707615168018
3685,7U+16,Uranus,7,16,23,33.29486107516829
3686,7U+17,Uranus,7,17,24,34.66808342110886
3687,7U+18,Uranus,7,18,25,36.01462430932974
3688,8U-25,Uranus,8,-25,17,41.01372922015754
3689,8U-23,Uranus,8,-23,15,38.79607688815272
3690,8U-21,Uranus,8,-21,13,36.51310649723492
3691,8U-19,Uranus,8,-19,11,34.15636569316831
3692,8U-17,Uranus,8,-17,9,31.715278904604098
3693,8U-15,Uranus,8,-15,7,29.176291771069362
3694,8U-13,Uranus,8,-13,5,26.521504418602753
3695,8U-11,Uranus,8,-11,3,23.726356091835434
3696,8U-9,Uranus,8,-9,1,20.755391370073028
3697,8U-7,Uranus,8,-7,1,17.553670718741902
3698,8U-5,Uranus,8,-5,3,14.026498089996121
3699,8U-3,Uranus,8,-3,5,9.978151428349971
3700,8U-1,Uranus,8,-1,7,4.79699487
3701,8U+1,Uranus,8,1,9,4.79699487
3702,8U+3,Uranus,8,3,11,9.978151428349971
3703,8U+5,Uranus,8,5,13,14.026498089996121
3704,8U+7,Uranus,8,7,15,17.553670718741902
3705,8U+9,Uranus,8,9,17,20.755391370073028
3706,8U+11,Uranus,8,11,19,23.726356091835434
3707,8U+13,Uranus,8,13,21,26.521504418602753
3708,8U+15,Uranus,8,15,23,29.176291771069362
3709,8U+17,Uranus,8,17,25,31.715278904604098
3710,9U-25,Uranus,9,-25,16,37.916442077280394
3711,9U-23,Uranus,9,-23,14,35.8662630812997
3712,9U-22,Uranus,9,-22,13,34.81897853182598
3713,9U-20,Uranus,9,-20,11,32.675399253550985
3714,9U-19,Uranus,9,-19,10,31.57693499226864
3715,9U-17,Uranus,9,-17,8,29.3201949302428
3716,9U-16,Uranus,9,-16,7,28.158805464996863
3717,9U-14,Uranus,9,-14,5,25.760419406372268
3718,9U-13,Uranus,9,-13,4,24.518645468504527
3719,9U-11,Uranus,9,-11,2,21.934581994042613
3720,9U-10,Uranus,9,-10,1,20.584211666634054
3721,9U-8,Uranus,9,-8,1,17.73893587262217
3722,9U-7,Uranus,9,-7,2,16.22804733210441
3723,9U-5,Uranus,9,-5,4,12.96724078714194
3724,9U-4,Uranus,9,-4,5,11.174829354325977
3725,9U-2,Uranus,9,-2,7,7.039701366249217
3726,9U-1,Uranus,9,-1,8,4.434733968155543
3727,9U+1,Uranus,9,1,10,4.434733968155543
3728,9U+2,Uranus,9,2,11,7.039701366249217
3729,9U+4,Uranus,9,4,13,11.174829354325977
3730,9U+5,Uranus,9,5,14,12.96724078714194
3731,9U+7,Uranus,9,7,16,16.22804733210441
3732,9U+8,Uranus,9,8,17,17.73893587262217
3733,9U+10,Uranus,9,10,19,20.584211666634054
3734,9U+11,Uranus,9,11,20,21.934581994042613
3735,9U+13,Uranus,9,13,22,24.518645468504527
3736,9U+14,Uranus,9,14,23,25.760419406372268
3737,9U+16,Uranus,9,16,25,28.158805464996863
3738,10U-23,Uranus,10,-23,13,33.43344555399217
3739,10U-21,Uranus,10,-21,11,31.466041311388587
3740,10U-19,Uranus,10,-19,9,29.435063653910696
3741,10U-17,Uranus,10,-17,7,27.331398830446183
3742,10U-13,Uranus,10,-13,3,22.855539660508665
3743,10U-11,Uranus,10,-11,1,20.446753852919826
3744,10U-9,Uranus,10,-9,1,17.886454069149487
3745,10U-7,Uranus,10,-7,3,15.127294853541784
3746,10U-3,Uranus,10,-3,7,8.598910231851347
3747,10U-1,Uranus,10,-1,9,4.133924862333195
3748,10U+1,Uranus,10,1,11,4.133924862333195
3749,10U+3,Uranus,10,3,13,8.598910231851347
3750,10U+7,Uranus,10,7,17,15.127294853541784
3751,10U+9,Uranus,10,9,19,17.886454069149487
3752,10U+11,Uranus,10,11,21,20.446753852919826
3753,10U+13,Uranus,10,13,23,22.855539660508665
3754,11U-25,Uranus,11,-25,14,33.16862444568413
3755,11U-24,Uranus,11,-24,13,32.27812380703435
3756,11U-23,Uranus,11,-23,12,31.375164578708365
3757,11U-21,Uranus,11,-21,10,29.528880688977303
3758,11U-20,Uranus,11,-20,9,28.583854050568576
3759,11U-19,Uranus,11,-19,8,27.62293718829495
3760,11U-18,Uranus,11,-18,7,26.64500413541027
3761,11U-17,Uranus,11,-17,6,25.648781400251824
3762,11U-16,Uranus,11,-16,5,24.632818696541328
3763,11U-15,Uranus,11,-15,4,23.59545164199986
3764,11U-14,Uranus,11,-14,3,22.534753527553573
3765,11U-13,Uranus,11,-13,2,21.44847192687951
3766,11U-12,Uranus,11,-12,1,20.333943817797707
3767,11U-10,Uranus,11,-10,1,18.006699702717093
3768,11U-9,Uranus,11,-9,2,16.785300792369675
3769,11U-8,Uranus,11,-8,3,15.517703397008207
3770,11U-7,Uranus,11,-7,4,14.196005161778748
3771,11U-6,Uranus,11,-6,5,12.809581921711528
3772,11U-5,Uranus,11,-5,6,11.34350999729451
3773,11U-4,Uranus,11,-4,7,9.77554057795791
3774,11U-3,Uranus,11,-3,8,8.069530951758587
3775,11U-2,Uranus,11,-2,9,6.158204674135332
3776,11U-1,Uranus,11,-1,10,3.8794258492520517
3777,11U+1,Uranus,11,1,12,3.8794258492520517
3778,11U+2,Uranus,11,2,13,6.158204674135332
3779,11U+3,Uranus,11,3,14,8.069530951758587
3780,11U+4,Uranus,11,4,15,9.77554057795791
3781,11U+5,Uranus,11,5,16,11.34350999729451
3782,11U+6,Uranus,11,6,17,12.809581921711528
3783,11U+7,Uranus,11,7,18,14.196005161778748
3784,11U+8,Uranus,11,8,19,15.517703397008207
3785,11U+9,Uranus,11,9,20,16.785300792369675
3786,11U+10,Uranus,11,10,21,18.006699702717093
3787,11U+12,Uranus,11,12,23,20.333943817797707
3788,11U+13,Uranus,11,13,24,21.44847192687951
3789,11U+14,Uranus,11,14,25,22.534753527553573
3790,12U-25,Uranus,12,-25,13,31.299333319026733
3791,12U-23,Uranus,12,-23,11,29.606947846041713
3792,12U-19,Uranus,12,-19,7,26.066185521886513
3793,12U-17,Uranus,12,-17,5,24.2032876457677
3794,12U-13,Uranus,12,-13,1,20.23969589461046
3795,12U-11,Uranus,12,-11,1,18.106598494810687
3796,12U-7,Uranus,12,-7,5,13.395957920556826
3797,12U-5,Uranus,12,-5,7,10.704221424510445
3798,12U-1,Uranus,12,-1,11,3.6607922327628457
3799,12U+1,Uranus,12,1,13,3.6607922327628457
3800,12U+5,Uranus,12,5,17,10.704221424510445
3801,12U+7,Uranus,12,7,19,13.395957920556826
3802,12U+11,Uranus,12,11,23,18.106598494810687
3803,12U+13,Uranus,12,13,25,20.23969589461046
3804,13U-25,Uranus,13,-25,12,29.672924365582414
3805,13U-24,Uranus,13,-24,11,28.876275166535027
3806,13U-23,Uranus,13,-23,10,28.068480410644636
3807,13U-22,Uranus,13,-22,9,27.24888886873681
3808,13U-21,Uranus,13,-21,8,26.41677965027404
3809,13U-20,Uranus,13,-20,7,25.571351043161233
3810,13U-19,Uranus,13,-19,6,24.711706911022123
3811,13U-18,Uranus,13,-18,5,23.83683995474031
3812,13U-17,Uranus,13,-17,4,22.945610898195074
3813,13U-16,Uranus,13,-16,3,22.036722303347823
3814,13U-15,Uranus,13,-15,2,21.108685200116025
3815,13U-14,Uranus,13,-14,1,20.159775938707813
3816,13U-12,Uranus,13,-12,1,18.190913462437035
3817,13U-11,Uranus,13,-11,2,17.165724335983803
3818,13U-10,Uranus,13,-10,3,16.10894172676503
3819,13U-9,Uranus,13,-9,4,15.016268210976234
3820,13U-8,Uranus,13,-8,5,13.88226515033788
3821,13U-7,Uranus,13,-7,6,12.699863033171075
3822,13U-6,Uranus,13,-6,7,11.459557394070226
3823,13U-5,Uranus,13,-5,8,10.147997386540565
3824,13U-4,Uranus,13,-4,9,8.745279041566354
3825,13U-3,Uranus,13,-3,10,7.219068791633758
3826,13U-2,Uranus,13,-2,11,5.509180575836956
3827,13U-1,Uranus,13,-1,12,3.47056628758447
3828,13U+1,Uranus,13,1,14,3.47056628758447
3829,13U+2,Uranus,13,2,15,5.509180575836956
3830,13U+3,Uranus,13,3,16,7.219068791633758
3831,13U+4,Uranus,13,4,17,8.745279041566354
3832,13U+5,Uranus,13,5,18,10.147997386540565
3833,13U+6,Uranus,13,6,19,11.459557394070226
3834,13U+7,Uranus,13,7,20,12.699863033171075
3835,13U+8,Uranus,13,8,21,13.88226515033788
3836,13U+9,Uranus,13,9,22,15.016268210976234
3837,13U+10,Uranus,13,10,23,16.10894172676503
3838,13U+11,Uranus,13,11,24,17.165724335983803
3839,13U+12,Uranus,13,12,25,18.190913462437035
3840,14U-25,Uranus,14,-25,11,28.242549201411514
3841,14U-23,Uranus,14,-23,9,26.71544702637963
3842,14U-19,Uranus,14,-19,5,23.52048587077995
3843,14U-17,Uranus,14,-17,3,21.839524030883265
3844,14U-15,Uranus,14,-15,1,20.091146831246355
3845,14U-13,Uranus,14,-13,1,18.263028202509886
3846,14U-11,Uranus,14,-11,3,16.338255311944003
3847,14U-9,Uranus,14,-9,5,14.292413128717381
3848,14U-5,Uranus,14,-5,9,9.65881596144937
3849,14U-3,Uranus,14,-3,11,6.871075564516201
3850,14U-1,Uranus,14,-1,13,3.3032685934910755
3851,14U+1,Uranus,14,1,15,3.3032685934910755
3852,14U+3,Uranus,14,3,17,6.871075564516201
3853,14U+5,Uranus,14,5,19,9.65881596144937
3854,14U+9,Uranus,14,9,23,14.292413128717381
3855,14U+11,Uranus,14,11,25,16.338255311944003
3856,15U-23,Uranus,15,-23,8,25.514494202190807
3857,15U-22,Uranus,15,-22,7,24.769478321807007
3858,15U-19,Uranus,15,-19,4,22.46315773006366
3859,15U-17,Uranus,15,-17,2,20.857761006744816
3860,15U-16,Uranus,15,-16,1,20.031573324177106
3861,15U-14,Uranus,15,-14,1,18.325412661476282
3862,15U-13,Uranus,15,-13,2,17.442041180417874
3863,15U-11,Uranus,15,-11,4,15.603793566279693
3864,15U-8,Uranus,15,-8,7,12.619100446821678
3865,15U-7,Uranus,15,-7,8,11.544286580102
3866,15U-4,Uranus,15,-4,11,7.949535141844216
3867,15U-2,Uranus,15,-2,13,5.0078933310442775
3868,15U-1,Uranus,15,-1,14,3.15477511170542
3869,15U+1,Uranus,15,1,16,3.15477511170542
3870,15U+2,Uranus,15,2,17,5.0078933310442775
3871,15U+4,Uranus,15,4,19,7.949535141844216
3872,15U+7,Uranus,15,7,22,11.544286580102
3873,15U+8,Uranus,15,8,23,12.619100446821678
3874,16U-25,Uranus,16,-25,9,25.837030389582463
3875,16U-23,Uranus,16,-23,7,24.439996962361796
3876,16U-21,Uranus,16,-21,5,23.00181573645977
3877,16U-19,Uranus,16,-19,3,21.517162062364925
3878,16U-17,Uranus,16,-17,1,19.979373747598757
3879,16U-15,Uranus,16,-15,1,18.37991208012243
3880,16U-13,Uranus,16,-13,3,16.70750084593875
3881,16U-11,Uranus,16,-11,5,14.94666773870246
3882,16U-9,Uranus,16,-9,7,13.075077242980699
3883,16U-7,Uranus,16,-7,9,11.058119620733095
3884,16U-5,Uranus,16,-5,11,8.836140099948173
3885,16U-3,Uranus,16,-3,13,6.285841511808362
3886,16U-1,Uranus,16,-1,15,3.0219174064753602
3887,16U+1,Uranus,16,1,17,3.0219174064753602
3888,16U+3,Uranus,16,3,19,6.285841511808362
3889,16U+5,Uranus,16,5,21,8.836140099948173
3890,16U+7,Uranus,16,7,23,11.058119620733095
3891,16U+9,Uranus,16,9,25,13.075077242980699
3892,17U-25,Uranus,17,-25,8,24.8136110371842
3893,17U-24,Uranus,17,-24,7,24.14742313083902
3894,17U-23,Uranus,17,-23,6,23.471914892298475
3895,17U-22,Uranus,17,-22,5,22.786541739328904
3896,17U-21,Uranus,17,-21,4,22.090700836255
3897,17U-20,Uranus,17,-20,3,21.38372176138707
3898,17U-19,Uranus,17,-19,2,20.664855131913928
3899,17U-18,Uranus,17,-18,1,19.933258606576437
3900,17U-16,Uranus,17,-16,1,18.427932785888796
3901,17U-15,Uranus,17,-15,2,17.651873391676236
3902,17U-14,Uranus,17,-14,3,16.858359916830597
3903,17U-13,Uranus,17,-13,4,16.045707310144543
3904,17U-12,Uranus,17,-12,5,15.211923351631222
3905,17U-11,Uranus,17,-11,6,14.354621795844311
3906,17U-10,Uranus,17,-10,7,13.470900586133318
3907,17U-9,Uranus,17,-9,8,12.557166055711901
3908,17U-8,Uranus,17,-8,9,11.608870211494583
3909,17U-7,Uranus,17,-7,10,10.620101262959427
3910,17U-6,Uranus,17,-6,11,9.582911220053774
3911,17U-5,Uranus,17,-5,12,8.486135604755278
3912,17U-4,Uranus,17,-4,13,7.3131299724797865
3913,17U-3,Uranus,17,-3,14,6.036855782709756
3914,17U-2,Uranus,17,-2,15,4.606983196472199
3915,17U-1,Uranus,17,-1,16,2.902217552873646
3916,17U+1,Uranus,17,1,18,2.902217552873646
3917,17U+2,Uranus,17,2,19,4.606983196472199
3918,17U+3,Uranus,17,3,20,6.036855782709756
3919,17U+4,Uranus,17,4,21,7.3131299724797865
3920,17U+5,Uranus,17,5,22,8.486135604755278
3921,17U+6,Uranus,17,6,23,9.582911220053774
3922,17U+7,Uranus,17,7,24,10.620101262959427
3923,17U+8,Uranus,17,8,25,11.608870211494583
3924,18U-25,Uranus,18,-25,7,23.88586175514263
3925,18U-23,Uranus,18,-23,5,22.594329918598422
3926,18U-19,Uranus,18,-19,1,19.892222543960635
3927,18U-17,Uranus,18,-17,1,18.47056538981692
3928,18U-13,Uranus,18,-13,5,15.445778770339198
3929,18U-11,Uranus,18,-11,7,13.817920787469676
3930,18U-7,Uranus,18,-7,11,10.223029216204342
3931,18U-5,Uranus,18,-5,13,8.168849813387746
3932,18U-1,Uranus,18,-1,17,2.793707338581495
3933,18U+1,Uranus,18,1,19,2.793707338581495
3934,18U+5,Uranus,18,5,23,8.168849813387746
3935,18U+7,Uranus,18,7,25,10.223029216204342
3936,19U-25,Uranus,19,-25,6,23.040232141327117
3937,19U-24,Uranus,19,-24,5,22.42165534535267
3938,19U-23,Uranus,19,-23,4,21.79442432258738
3939,19U-22,Uranus,19,-22,3,21.15803341099501
3940,19U-21,Uranus,19,-21,2,20.511922858354026
3941,19U-20,Uranus,19,-20,1,19.85547015666509
3942,19U-18,Uranus,19,-18,1,18.50866868753596
3943,19U-17,Uranus,19,-17,2,17.816653161836186
3944,19U-16,Uranus,19,-16,3,17.110925476964827
3945,19U-15,Uranus,19,-15,4,16.39032948747663
3946,19U-14,Uranus,19,-14,5,15.653526825408735
3947,19U-13,Uranus,19,-13,6,14.898952866775986
3948,19U-12,Uranus,19,-12,7,14.124757771548865
3949,19U-11,Uranus,19,-11,8,13.328725834445818
3950,19U-10,Uranus,19,-10,9,12.508162402970902
3951,19U-9,Uranus,19,-9,10,11.659730642478333
3952,19U-8,Uranus,19,-8,11,10.77920759580523
3953,19U-7,Uranus,19,-7,12,9.861103976213267
3954,19U-6,Uranus,19,-6,13,8.898039820520307
3955,19U-5,Uranus,19,-5,14,7.87964855350334
3956,19U-4,Uranus,19,-4,15,6.790475275570859
3957,19U-3,Uranus,19,-3,16,5.605413836338167
3958,19U-2,Uranus,19,-2,17,4.277731369241208
3959,19U-1,Uranus,19,-1,18,2.6948018989513076
3960,19U+1,Uranus,19,1,20,2.6948018989513076
3961,19U+2,Uranus,19,2,21,4.277731369241208
3962,19U+3,Uranus,19,3,22,5.605413836338167
3963,19U+4,Uranus,19,4,23,6.790475275570859
3964,19U+5,Uranus,19,5,24,7.87964855350334
3965,19U+6,Uranus,19,6,25,8.898039820520307
3966,20U-23,Uranus,20,-23,3,21.061750911994448
3967,20U-21,Uranus,20,-21,1,19.822363902540083
3968,20U-19,Uranus,20,-19,1,18.54292815127879
3969,20U-17,Uranus,20,-17,3,17.217702354775632
3970,20U-13,Uranus,20,-13,7,14.398087762490993
3971,20U-11,Uranus,20,-11,9,12.880647790656397
3972,20U-9,Uranus,20,-9,11,11.267759994849623
3973,20U-7,Uranus,20,-7,13,9.529598606971838
3974,20U-3,Uranus,20,-3,17,5.416974003632959
3975,20U-1,Uranus,20,-1,19,2.6042094763686787
3976,20U+1,Uranus,20,1,21,2.6042094763686787
3977,20U+3,Uranus,20,3,23,5.416974003632959
3978,21U-25,Uranus,21,-25,4,21.553098877912657
3979,21U-23,Uranus,21,-23,2,20.387701804850547
3980,21U-22,Uranus,21,-22,1,19.792386785521696
3981,21U-20,Uranus,21,-20,1,18.57389756010492
3982,21U-19,Uranus,21,-19,2,17.949490112037477
3983,21U-17,Uranus,21,-17,4,16.66667613915855
3984,21U-16,Uranus,21,-16,5,16.00649969303544
3985,21U-13,Uranus,21,-13,8,13.937298997044163
3986,21U-11,Uranus,21,-11,10,12.468422369369954
3987,21U-10,Uranus,21,-10,11,11.700822257283606
3988,21U-8,Uranus,21,-8,13,10.083462949195589
3989,21U-5,Uranus,21,-5,16,7.371056131515031
3990,21U-4,Uranus,21,-4,17,6.35218361276328
3991,21U-2,Uranus,21,-2,19,4.00162492325886
3992,21U-1,Uranus,21,-1,20,2.520865737298897
3993,21U+1,Uranus,21,1,22,2.520865737298897
3994,21U+2,Uranus,21,2,23,4.00162492325886
3995,21U+4,Uranus,21,4,25,6.35218361276328
3996,22U-25,Uranus,22,-25,3,20.894924067587556
3997,22U-23,Uranus,22,-23,1,19.765115148315342
3998,22U-21,Uranus,22,-21,1,18.602029179938366
3999,22U-19,Uranus,22,-19,3,17.401360011728357
4000,22U-17,Uranus,22,-17,5,16.157719795164688
4001,22U-15,Uranus,22,-15,7,14.864203102766085
4002,22U-13,Uranus,22,-13,9,13.511690634377373
4003,22U-9,Uranus,22,-9,13,10.574076898561822
4004,22U-7,Uranus,22,-7,15,8.94292286387066
4005,22U-5,Uranus,22,-5,17,7.145963512642145
4006,22U-3,Uranus,22,-3,19,5.0834859544494275
4007,22U-1,Uranus,22,-1,21,2.4438851444894776
4008,22U+1,Uranus,22,1,23,2.4438851444894776
4009,22U+3,Uranus,22,3,25,5.0834859544494275
4010,23U-25,Uranus,23,-25,2,20.28479830430945
4011,23U-24,Uranus,23,-24,1,19.74019851620398
4012,23U-22,Uranus,23,-22,1,18.627696006935853
4013,23U-21,Uranus,23,-21,2,18.05885528683305
4014,23U-20,Uranus,23,-20,3,17.480909258841685
4015,23U-19,Uranus,23,-19,4,16.893245312441074
4016,23U-18,Uranus,23,-18,5,16.2951748448108
4017,23U-17,Uranus,23,-17,6,15.685919031928089
4018,23U-16,Uranus,23,-16,7,15.064590928219227
4019,23U-15,Uranus,23,-15,8,14.430172654305933
4020,23U-14,Uranus,23,-14,9,13.78148590069822
4021,23U-13,Uranus,23,-13,10,13.117153160356828
4022,23U-12,Uranus,23,-12,11,12.435545819834466
4023,23U-11,Uranus,23,-11,12,11.73471315509058
4024,23U-10,Uranus,23,-10,13,11.012282773258411
4025,23U-9,Uranus,23,-9,14,10.265316899347274
4026,23U-8,Uranus,23,-8,15,9.490097609259376
4027,23U-7,Uranus,23,-7,16,8.681792092559546
4028,23U-6,Uranus,23,-6,17,7.833902972670821
4029,23U-5,Uranus,23,-5,18,6.937303436711482
4030,23U-4,Uranus,23,-4,19,5.978386871731449
4031,23U-3,Uranus,23,-3,20,4.935049629050995
4032,23U-2,Uranus,23,-2,21,3.766147732054807
4033,23U-1,Uranus,23,-1,22,2.3725244023148444
4034,23U+1,Uranus,23,1,24,2.3725244023148444
4035,23U+2,Uranus,23,2,25,3.766147732054807
4036,24U-25,Uranus,24,-25,1,19.717344448158872
4037,24U-23,Uranus,24,-23,1,18.651208407183812
4038,24U-19,Uranus,24,-19,5,16.4206679147449
4039,24U-17,Uranus,24,-17,7,15.247115790781624
4040,24U-13,Uranus,24,-13,11,12.750209450545285
4041,24U-11,Uranus,24,-11,13,11.406442292803405
4042,24U-7,Uranus,24,-7,17,8.438924683807748
4043,24U-5,Uranus,24,-5,19,6.743236947738198
4044,24U-1,Uranus,24,-1,23,2.306154596674781
4045,24U+1,Uranus,24,1,25,2.306154596674781
4046,1N-25,Neptune,1,-25,24,257.09084393566496
4047,1N-24,Neptune,1,-24,23,250.18855104466417
4048,1N-23,Neptune,1,-23,22,243.18969131112374
4049,1N-22,Neptune,1,-22,21,236.08862238392297
4050,1N-21,Neptune,1,-21,20,228.8790983550283
4051,1N-20,Neptune,1,-20,19,221.55417306582788
4052,1N-19,Neptune,1,-19,18,214.1060822510132
4053,1N-18,Neptune,1,-18,17,206.5260985139602
4054,1N-17,Neptune,1,-17,16,198.80435098869896
4055,1N-16,Neptune,1,-16,15,190.9295984697389
4056,1N-15,Neptune,1,-15,14,182.88894028809327
